cDesc,cSize,cGenes,k_input_from_cGenes,k_present,k_missing,fraction_present,category_score_z,null_mean_score_z,p_one_sided,tail,p_corrected
negative regulation of sequence-specific DNA binding transcription factor activity,76,"HMOX1, RB1, PYCARD, BCL3, RLIM, GAS6, BRMS1, MAP3K10, IRAK1, HDAC2, AIM2, PIAS2, NLRP3, TWIST1, SIGIRR, HAVCR2, TRIM37, SUFU, NWD1, HES6, TFDP1, SETD6, MAP2K5, NUPR1, DNAJA3, TRIB1, ARRB1, ANXA4, BHLHE40, WFS1, MED13, PIM1, DAP, NR0B1, CD200, HDAC4, PTCH1, HES1, TCF7L2, CYP1B1, MAD2L2, CACTIN, CHUK, TRAF3, PRNP, PROX1, CDKN2A, PYDC1, TRAIP, SIVA1, NFKBIA, EGLN1, HEYL, BTRC, NDN, PTGIS, PRDX2, TAF3, PELI1, TNFRSF4, PRMT2, KEAP1, SIRT1, LRRC14, FZD6, TMSB4X, PURA, E2F1, CMKLR1, TAX1BP1, CTNNBIP1, TMIGD3, ID2, PAXIP1, UFL1, WWP2",76,75,1,0.9868421052631579,-0.015050705522298813,-4.662936703425657e-19,0.8478152184781522,two-sided,0.9511279537945265
ER-nucleus signaling pathway,25,"CCDC47, BCL2L11, ATF6, NCK2, XBP1, ZBTB7B, HSP90B1, ABCA7, WFS1, PPP1R15B, ATF4, ERLIN1, PTPN2, LPCAT3, CALR, ATF6B, FBXW7, EIF2A, ARHGEF10L, SREBF1, NCK1, INSIG2, CCL2, ATP2A2, HERPUD1",25,25,0,1.0,-0.015061250887811184,-8.770761894538738e-19,0.7019298070192981,two-sided,0.8745080318305268
renal tubule development,43,"LGR4, PAX8, GLI3, ILK, FMN1, GREB1L, HEYL, TTC8, PKD1, WNT7B, LIF, CTNNBIP1, AHI1, PTCH1, FGF2, POU3F3, KIF26B, BCL2, DLG1, KLHL3, MEF2C, WNT2B, SOX8, SMO, CD24, MYC, HES5, MTSS1, CALB1, CTNNB1, PKD2, COL4A1, HES1, AQP11, DCHS1, STAT1, FOXD1, NPNT, MAGED1, WNT6, VEGFA, GZF1, WNT4",43,43,0,1.0,-0.015088473446667194,-1.27675647831893e-18,0.7215278472152785,two-sided,0.8872637347119307
maintenance of location in cell,56,"GOPC, NFKBIE, SYNE1, TAPT1, GOLPH3, PFN4, PDZD8, TMSB15A, GJA1, PACS2, KEAP1, TOPORS, TSPO, SUN2, DBN1, RER1, SKP1, ANK3, PDIA2, TMSB10, ALB, ANKRD13C, GET4, YWHAB, RIT2, ARL2BP, HK2, CREB3, APOE, CIZ1, PAFAH1B1, PKD1, SUFU, FTH1, SCIN, PINK1, CALM1, FTL, NFKBIA, ATP2A2, INSIG2, TMSB15B, CHCHD10, VPS13D, FTHL17, SORL1, PSEN2, GSN, COPS9, TMSB4Y, TMSB4X, PKD2, BCL3, TAF3, GPSM2, SUN1",56,56,0,1.0,-0.015093819238245487,1.021405182655144e-18,0.7243275672432756,two-sided,0.8892637284015565
collagen fibril organization,54,"COL8A2, TLL1, COL6A1, RB1, FOXC1, LOXL3, P4HA2, PLOD3, EFEMP2, CHADL, COL11A1, COL5A2, COL16A1, LAMB3, P3H2, CRTAP, EXT1, COL19A1, COL24A1, COL4A1, SCX, COL13A1, COL23A1, COL18A1, LAMA3, PXDN, COMP, COL5A1, COL9A3, ACAN, ITGB4, COL27A1, COL7A1, TLL2, DPT, COL10A1, COL11A2, PLOD2, COL9A2, LOXL2, SERPINH1, COL21A1, COL1A2, TGFBR1, LOXL1, COL4A5, P3H1, ANXA2, COL5A3, COLGALT2, COL12A1, CD151, COL4A4, CYP1B1",54,54,0,1.0,-0.015189160592854023,7.7160500211448375e-19,0.8168183181681832,two-sided,0.9344890662508166
regulation of defense response to virus,49,"TKFC, GPATCH3, AP2M1, ATP6V1H, PUM1, CREB3, IFNLR1, HERC5, PCBP2, RNF26, DHX58, RAC1, AP1M1, DHX9, UFD1, ARF1, CCDC92, AP2S1, NOP53, IL15, ATG5, SEC14L1, CD8B, BIRC3, CD247, AP1S1, AIM2, ATG12, TSPAN6, B2M, NLRX1, IL1B, AP2B1, TRIM44, AP1S2, MICB, ZDHHC11, STAT1, PACS1, ZCCHC3, ZC3HAV1, AP1S3, PYCARD, PPM1B, NPLOC4, IFIT1, HCK, TRAF3, ZMPSTE24",49,49,0,1.0,-0.015203912742435932,-2.886579864025407e-19,0.7397260273972602,two-sided,0.8979315523597141
hepatocyte proliferation,11,"PTN, LIMS2, CEBPB, FBXW7, HPN, MDK, CFLAR, TNF, PROX1, RTN4, XBP1",11,11,0,1.0,-0.01525110937654972,-7.882583474838612e-19,0.7526247375262474,two-sided,0.9047592464689374
epithelial cell proliferation involved in liver morphogenesis,11,"RTN4, FBXW7, PROX1, TNF, PTN, CEBPB, CFLAR, XBP1, LIMS2, MDK, HPN",11,11,0,1.0,-0.01525110937654972,-7.882583474838612e-19,0.7526247375262474,two-sided,0.9047592464689374
negative regulation of JNK cascade,14,"PINK1, DNAJA1, PAFAH1B1, PDCD4, DACT1, MECOM, FKTN, GSTP1, NPPA, DUSP3, SIRPA, PER1, SFRP1, MAPK8IP1",14,14,0,1.0,-0.015351799316704273,4.4408920985006264e-20,0.6138386161383862,two-sided,0.8253694391590253
I-kappaB kinase/NF-kappaB signaling,128,"PELI1, ATP2C1, PRKCB, TRIM52, CTH, TICAM1, NR1D1, FKBP1A, PINK1, PER1, PPM1B, PIM2, ZDHHC13, PRKD1, TIFA, RHOC, MIB2, DHX36, TRIM13, IFIT5, LURAP1L, EDN1, BCL3, IRF3, TRIM32, LITAF, VAPA, AKAP13, BCL10, TREM2, SLC44A2, UBE2I, OPTN, TMSB4X, ROCK2, TRIM62, DNAJA3, ECM1, TRIM8, MTDH, TLE1, LY96, GJA1, TRIM68, ASH1L, TNF, TRADD, LGALS1, LAMTOR5, EDNRB, SHISA5, CFLAR, TRIM14, USP10, IRAK1BP1, CTNNB1, CARD19, SLC20A1, CHUK, SIRT1, DDRGK1, TRIM27, CX3CR1, NDFIP1, CACTIN, REL, CASP10, TMED4, TNFRSF10B, PLCG2, S100A13, DDX1, HMOX1, TIRAP, TFRC, PLEKHG5, TAB3, NFKBIA, ALPK1, MAP3K14, ROCK1, WLS, FAIM, TLR4, UBA52, MID2, TMEM9B, PPM1N, PRDX4, TMEM106A, CARD16, MAP3K3, NDFIP2, STAT1, PELI2, IKBKB, HLA-DRB1, ERC1, TANK, BIRC3, IRAK1, TRAF5, CD74, RPS27A, PLK2, MIER1, LILRB4, CARD9, TMEM101, NLRX1, PYCARD, TNIP1, RORA, TSPAN6, RELB, RIPK2, IL1B, CASP1, TRIM22, MAPKBP1, NEK6, TLR3, EDNRA, TLR2, GSTP1, ZC3HAV1, SIRPA, S100B",128,127,1,0.9921875,-0.015371454879641533,-3.1086244689504383e-19,0.8825117488251175,two-sided,0.9682051866094576
pancreas development,37,"ANXA1, NEUROD1, WFS1, CDH2, SOX4, ONECUT2, WLS, MET, IL6R, INSM1, HES1, CDK6, ACVR2B, SMO, CCDC39, BAK1, SIDT2, ONECUT1, CTNNB1, RFX3, BMP6, WNT5A, FOXF1, ILDR2, PCSK1, SMAD2, ISL1, ZIC3, NKX6-2, PAX6, TCF7L2, INSR, MEIS2, NKX2-2, ZBED6, PROX1, BAD",37,36,1,0.972972972972973,-0.015398151241242886,7.6050277186823225e-19,0.6777322267773223,two-sided,0.8588225269367298
hippo signaling,18,"DLG5, DVL2, WWC2, WWC1, MAP2K3, AMOTL1, MOB1B, CIT, SOX11, PJA1, YWHAB, CASP3, WTIP, SHANK2, TEAD1, SAV1, STK4, DCHS1",18,18,0,1.0,-0.01541264820843935,9.325873406851314e-19,0.6125387461253875,two-sided,0.8245225673149931
rRNA-containing ribonucleoprotein complex export from nucleus,9,"NMD3, RAN, TSC1, RPS15, RRS1, LSG1, LTV1, NUP88, EIF6",9,9,0,1.0,-0.015414933674037457,1.2878587085651815e-18,0.6778322167783222,two-sided,0.8588225269367298
pharyngeal system development,11,"PTCH1, TGFBR1, ACVR1, ISL1, EDNRA, ADGRF5, HES1, EDN1, TBX1, FOLR1, NKX3-1",11,10,1,0.9090909090909091,-0.015433728694915771,5.329070518200751e-19,0.6744325567443256,two-sided,0.8561851740993109
"regulation of mRNA splicing, via spliceosome",44,"MBNL1, PCBP4, FAM172A, RBM25, CELF3, NOVA1, RBM8A, SRSF12, YTHDC1, CELF6, KHDRBS2, ZC3H10, CELF4, RBM15, DAZAP1, SF3B4, NSRP1, RAVER2, NOVA2, TIA1, SRPK1, RBFOX1, RBM4, CELF5, CWC22, ZBTB7A, RBM7, SRRM4, SAP18, CELF2, RBFOX3, MBNL3, HSPA8, MBNL2, RBM24, CELF1, PUF60, RBM3, PRDX6, DDX5, HNRNPL, STH, RBM39, JMJD6",44,44,0,1.0,-0.015435638837516308,-8.215650382226159e-19,0.6814318568143186,two-sided,0.8620153994985615
low-density lipoprotein particle remodeling,6,"PLA2G5, APOE, MTTP, ABCG1, LIPC, PLA2G7",6,6,0,1.0,-0.015456472523510456,-9.769962616701378e-19,0.6725327467253275,two-sided,0.8550731703689135
cellular response to cholesterol,10,"PTCH1, GRAMD1B, INHBA, SMO, NFE2L1, MLC1, LRP8, HMGCS1, INHBB, GPLD1",10,10,0,1.0,-0.015507467091083527,-2.5646151868841115e-18,0.6738326167383262,two-sided,0.855795237334837
intracellular lipid transport,20,"NUS1, LDLR, ABCA1, PRKAG2, ANXA2, CPT1A, SERAC1, PRKAB2, STARD4, PIP4K2A, OSBPL2, GRAMD1B, PLEKHA8, PRKAA2, NPC2, FABP3, STAR, ARL8B, ABCG1, LDLRAP1",20,20,0,1.0,-0.015516403131186962,-2.375877272697835e-18,0.6318368163183682,two-sided,0.833796394626903
negative regulation of DNA recombination at telomere,10,"POLR2H, TERF1, POLR2J, DAXX, POLR2I, POLR2L, POLR2K, POLR2E, POLR2G, ATRX",10,10,0,1.0,-0.0156521275639534,1.2434497875801753e-18,0.6231376862313769,two-sided,0.8295302892918899
regulation of DNA recombination at telomere,10,"POLR2G, POLR2J, TERF1, DAXX, POLR2L, POLR2K, POLR2E, POLR2I, ATRX, POLR2H",10,10,0,1.0,-0.0156521275639534,1.2434497875801753e-18,0.6231376862313769,two-sided,0.8295302892918899
establishment of epithelial cell polarity,19,"TTC8, GOLPH3, FERMT1, LAMA1, SIPA1L3, MSN, FRMD4A, CDC42, IFT20, SH3BP1, HES5, CYTH1, FAT1, SYNE4, OPHN1, WNT5A, PARD3, FOXF1, HES1",19,19,0,1.0,-0.015758845955133438,-1.2212453270876723e-19,0.6856314368563143,two-sided,0.8649549805485571
venous blood vessel development,11,"VEGFA, SEMA3C, ACVRL1, FOXF1, HEG1, CCBE1, EFNB2, ACVR2B, PROX1, APLNR, CCM2",11,11,0,1.0,-0.01578916423022747,2.886579864025407e-19,0.6308369163083691,two-sided,0.8328528935724313
regulation of chemokine production,47,"CD84, IL4R, LILRB4, TLR4, TRIM32, SIRPA, MBP, SIGIRR, ARG2, C1QTNF3, LPL, IL1B, SUZ12, ADCYAP1, DEFB131A, TICAM1, MIF, GSTP1, IL33, MAP2K5, SOCS5, WNT5A, TLR2, HAVCR2, ADORA2B, FOXP1, AIF1, HMOX1, ACKR1, TLR3, SYK, SNAI2, PYCARD, TNF, RIPK2, EGR1, CARD9, TWIST1, CSF1R, HMGB1, IL17RA, IL6R, DDX3X, TIRAP, CD74, AIRE, TREM2",47,47,0,1.0,-0.01581484265625477,1.2878587085651815e-18,0.7439256074392561,two-sided,0.8999738552939658
negative regulation of fibroblast migration,6,"RAC1, BRAF, ITGB1BP1, ARHGAP4, CYGB, FGF2",6,6,0,1.0,-0.015829123556613922,-6.661338147750939e-19,0.6277372262773723,two-sided,0.8320513213744325
dermatan sulfate metabolic process,8,"DSEL, DCN, BCAN, CSPG4, UST, CSPG5, CHST12, NCAN",8,8,0,1.0,-0.01585705578327179,6.661338147750939e-19,0.6026397360263973,two-sided,0.8185210269314374
dermatan sulfate biosynthetic process,8,"CHST12, CSPG4, CSPG5, DSEL, BCAN, UST, NCAN, DCN",8,8,0,1.0,-0.01585705578327179,6.661338147750939e-19,0.6026397360263973,two-sided,0.8185210269314374
alditol catabolic process,6,"GK5, GK, TPI1, GK3P, TKFC, GPD2",6,6,0,1.0,-0.015974219888448715,7.216449660063517e-19,0.6551344865513449,two-sided,0.84620331603605
glycerol catabolic process,6,"GK, GK3P, TPI1, GPD2, GK5, TKFC",6,6,0,1.0,-0.015974219888448715,7.216449660063517e-19,0.6551344865513449,two-sided,0.84620331603605
regulation of leukocyte chemotaxis,47,"DUSP1, CMKLR1, DAPK2, CAMK1D, MAPK1, CXCL14, GAS6, MCU, HMGB1, CREB3, PLA2G7, WNK1, CX3CR1, CCL27, TIRAP, MDK, WNT5A, RAC1, AIF1, MPP1, LYN, VEGFA, STK39, PTN, THBS4, CSF1R, CXCL12, EDN3, MIF, CALR, SWAP70, RIPOR2, CCL2, CCR1, OXSR1, PRSS56, DEFB131A, VEGFC, CD74, IL6R, EDN1, SLAMF8, MAPK3, IL34, MST1, MOSPD2, SLC8B1",47,47,0,1.0,-0.016077734529972076,1.021405182655144e-18,0.7056294370562943,two-sided,0.8773095893303055
central nervous system myelination,16,"MOBP, TLR2, NCSTN, HES5, ERCC2, MAG, CNTN2, B4GALT6, PLP1, TENM4, B4GALT5, ID4, CNTN1, CLU, FA2H, NKX6-2",16,16,0,1.0,-0.01610802672803402,-1.3322676295501879e-18,0.6384361563843616,two-sided,0.8367815090268602
axon ensheathment in central nervous system,16,"HES5, NCSTN, FA2H, TLR2, ERCC2, MOBP, CNTN1, B4GALT6, ID4, CNTN2, PLP1, NKX6-2, TENM4, CLU, MAG, B4GALT5",16,16,0,1.0,-0.01610802672803402,-1.3322676295501879e-18,0.6384361563843616,two-sided,0.8367815090268602
regulation of protein import into nucleus,53,"MAPK1, OVOL2, XBP1, NFKBIA, NFKBIE, CDH1, SLC2A10, TMSB4X, MDFIC, CREB3, DAB2, PARP1, JUP, PKD2, PRKD1, KIAA0319, RBM22, TOB1, IPO5, UBR5, NUP54, EPM2A, PIK3R1, TGFBR1, FAM89B, UFM1, RAN, PKD1, JAK2, PIK3R2, CHP2, FERMT1, PTGS2, ZIC1, PKIG, KEAP1, SUFU, SMAD3, ANGPT1, PRKCD, RAB23, GLI3, BMP6, NUTF2, TARDBP, SMO, PKIA, HSP90AB1, TPR, CABP1, PPARG, BAG3, HCLS1",53,53,0,1.0,-0.016151994466781616,-9.325873406851314e-19,0.6715328467153284,two-sided,0.8544277861160795
positive regulation of pathway-restricted SMAD protein phosphorylation,13,"ACVR1, INHBB, BMP6, BMP8B, GDF10, SDCBP, LEFTY1, ACVRL1, PPARG, TGFBR1, ACVR2A, INHBA, DAB2",13,13,0,1.0,-0.01616491936147213,1.1102230246251566e-19,0.660933906609339,two-sided,0.8504995857447052
cornification,21,"KRT19, KRT18, KRT83, TGM1, KLK5, KRT86, CAPNS1, PCSK6, KRT31, JUP, KRT17, KRT14, PKP3, DSP, KAZN, KRT8, PERP, PPL, TCHH, CYP26B1, CAPN1",21,21,0,1.0,-0.01618572697043419,-1.7763568394002505e-19,0.7846215378462154,two-sided,0.9217770530639243
cellular response to interferon-beta,8,"HTRA2, PNPT1, CDC34, TLR3, NDUFA13, MNDA, STAT1, AIM2",8,8,0,1.0,-0.01618819870054722,-1.4988010832439613e-18,0.6655334466553344,two-sided,0.8522910250048379
skin morphogenesis,6,"ITGA2, ITGB4, GBA, COL1A2, ERRFI1, SRF",6,6,0,1.0,-0.016188981011509895,6.550315845288423e-19,0.6696330366963303,two-sided,0.8539866344953637
actin filament polymerization,89,"SPTB, AIF1, CAPZB, DIAPH3, BAIAP2L2, MYADM, ADD1, TMSB15A, NCK2, NPHS1, PSTPIP1, ARHGAP6, DIAPH1, PRKCD, TMOD3, WASHC1, CYFIP1, CORO1A, MKKS, MAGEL2, MLST8, FMN2, WASF3, BAIAP2, ANG, CAPG, ADD2, PFN2, ARF1, HCLS1, EVL, GSN, NCKAP1, TMSB15B, ADD3, PYCARD, TMSB4X, WASF1, FHOD3, NCK1, TMSB10, CDC42EP3, PFN1, TENM1, GMFB, GAS7, FCHSD2, CTNNA2, KANK4, SCIN, TMSB4Y, CORO7, WHAMMP3, FAM107A, ARPC4, KANK3, VILL, WASHC3, TTC17, SNX9, PICK1, ARPC5, WASHC2C, ARPC2, CDC42EP4, GMFG, PFN4, BRK1, TMOD1, AVIL, SSH3, FMN1, JMY, SPIRE2, TRIM27, MSRB1, RAC1, HCK, MSRB2, ARPC1B, CARMIL1, SPTBN5, DLG1, SPTBN4, ARPC3, PREX1, JAK2, RICTOR, CDC42EP2",89,88,1,0.9887640449438202,-0.016236072406172752,-1.3100631690576847e-18,0.7356264373562644,two-sided,0.8964920060005673
regulation of fever generation,8,"PTGES, PTGS2, CNR1, EDNRB, TNFRSF11A, PTGER3, TNF, IL1B",8,8,0,1.0,-0.0162556990981102,1.5099033134902128e-18,0.5922407759224078,two-sided,0.8106390953037687
long-chain fatty acid transport,30,"LCN12, CPT1A, DRD2, ACSL3, BDKRB2, MFSD2A, SLC2A1, RPS6KB1, MIF, PRKAG2, SLC27A5, PROCA1, ATP5PF, ANXA1, SLC27A2, PPARG, SLC27A6, PLA2R1, PLA2G4A, PLA2G5, FABP3, SLC27A3, ABCD4, PRKAA2, PRKAB2, FABP5, ABCD2, NTSR1, ACE, APOE",30,30,0,1.0,-0.01626441814005375,-5.329070518200751e-19,0.7102289771022897,two-sided,0.8805935525217361
male genitalia development,9,"PDGFRA, CTNNB1, DHCR24, AR, BMP6, SYCP2, LGR4, SRD5A1, GREB1L",9,9,0,1.0,-0.016310425475239754,-1.1324274851176598e-18,0.7403259674032596,two-sided,0.8981003538990362
regulation of intrinsic apoptotic signaling pathway by p53 class mediator,17,"CD74, CD44, MYC, ARMC10, ATAD5, MIF, ELL3, MSX1, SIRT1, ING2, RRM2B, BCL2, ZNF385A, TAF9B, BDKRB2, RPL26, PTTG1IP",17,17,0,1.0,-0.016335001215338707,3.441691376337985e-19,0.6340365963403659,two-sided,0.8347400527603559
regulation of steroid metabolic process,47,"PPARGC1A, SEC14L2, EGR1, SREBF1, CLCN2, LPCAT3, PROX1, ACADL, SIRT1, LAMTOR1, LDLRAP1, TTC39B, LDLR, STUB1, DKK3, ASAH1, GAL, ERLIN1, AKR1C3, IL1B, WNT4, NFKB1, DHCR7, BMP6, INSIG2, ADM, SOD1, RAN, STARD4, ABCG4, GNB3, NR1D1, STAR, DDX20, ATP1A1, APOC1, ABCG1, KIT, DAB2, RORA, SNAI1, SNAI2, DGAT2, APOE, TNF, TSPO, NR0B1",47,47,0,1.0,-0.016383439302444458,1.4432899320127034e-19,0.895010498950105,two-sided,0.9746710793279504
thymocyte apoptotic process,7,"WNT5A, ADAM8, BCL2L11, ZC3H8, BBC3, BAK1, GLI3",7,7,0,1.0,-0.016410747542977333,-1.6653345369377347e-18,0.6687331266873313,two-sided,0.853662789950549
regulation of establishment of planar polarity,60,"PSMB8, PSMB10, PSMC3, AP2S1, SEM1, FZD4, TIAM1, CELSR3, DVL2, PSMD9, FZD6, JHY, RYK, PSMD2, RSPO3, WNT7A, WNT5A, AP2B1, PSMB7, PSMD8, ZNRF3, PSMB1, PSMC2, PSMD6, ANKRD6, PFN1, DAB2, FZD1, AP2M1, NKD1, FZD2, PSMA6, PSMD4, PSMB6, PSMC1, GPC4, CDC42, PSMB5, PLEKHA4, PSMB2, PSMD12, VANGL2, PARD6A, FZD7, PSME2, PSMD1, PSMA7, PSME3, PRICKLE2, SEC24B, SFRP1, DVL1, SAPCD2, RAC1, FZD3, PRICKLE1, PSMA5, DACT1, PSME1, PSMD7",60,60,0,1.0,-0.01644876040518284,1.5987211554602254e-18,0.6423357664233577,two-sided,0.8374431067151982
unsaturated fatty acid metabolic process,58,"ABHD12, CYP4Z1, DEGS1, EPHX1, PLA2G4C, ACAA1, MGST3, CYP2E1, MIF, GGT5, CYP1B1, MAPKAPK2, HPGD, ANXA1, ELOVL4, SIRT1, FADS2, PTGS2, PTGES, ALOX5AP, AKR1C4, AKR1C3, MAPK3, SYK, FABP5, HSD17B4, MGLL, ZADH2, PIBF1, ALOX5, CYP2U1, CD74, GSTM2, PLA2G4A, PTGR1, FAAH2, TLR2, AKR1B1, ELOVL1, ELOVL7, PTGR2, PTGIS, ABCC1, GGTLC1, ABHD6, FADS1, EDN1, GSTP1, MGST2, PLA2G5, GPX4, GSTM1, GGT1, ACOT8, AKR1C1, IL1B, ABCD2, FADS3",58,58,0,1.0,-0.01646863855421543,-1.1990408665951691e-18,0.7167283271672833,two-sided,0.8837784856823324
pore complex assembly,9,"AFDN, TMEM170A, NUP205, BAD, NDC1, RTN4, PLEKHA7, PDZD11, TSPAN33",9,9,0,1.0,-0.016482889652252197,9.325873406851314e-19,0.6434356564343565,two-sided,0.8382596677943613
response to sterol,17,"LRP8, INSIG2, SMAD2, NFE2L1, PTCH1, GPLD1, GRAMD1B, MLC1, RORA, INHBB, HMGCR, TGFBR1, CCR5, HMGCS1, INHBA, PMVK, SMO",17,17,0,1.0,-0.01649603620171547,-6.272760089132134e-19,0.7350264973502649,two-sided,0.8961344949967985
regulation of homotypic cell-cell adhesion,14,"SH2B3, JAK1, IL6ST, PDPN, PLAUR, ANK3, PRKG1, PRKCD, EMILIN2, JAK2, SYK, LGALS1, LYN, PRKCA",14,14,0,1.0,-0.01657475158572197,-2.220446049250313e-19,0.8101189881011899,two-sided,0.9331932225496662
positive regulation of smoothened signaling pathway,18,"RAB34, TEDC2, CTNNA1, ULK3, GORAB, FGF9, INTU, SFRP1, DYNC2H1, TUBD1, PDCL, GLI1, STK36, SCUBE2, SMO, IFT172, DLG5, PRRX1",18,18,0,1.0,-0.016583457589149475,5.440092820663267e-19,0.6372362763723628,two-sided,0.8367662335293874
myotube cell development,18,"SMO, CAV2, XK, ACTA1, PPP3CA, BCL2, IGF1, HOMER1, SELENON, SKI, KLHL41, WNT10B, DNER, BIN3, RIPOR2, DMD, RYR1, TMEM182",18,18,0,1.0,-0.016605274751782417,-3.885780586188048e-18,0.5854414558544145,two-sided,0.8057900396739907
liver regeneration,18,"MYC, HMOX1, CPT1A, GFER, RPS15, GLI3, PCNA, GLI1, TNF, CCND1, PNPT1, SRSF5, PTPN3, SULF2, RGN, CEBPB, SRSF1, PTCH1",18,18,0,1.0,-0.016635356470942497,-2.2204460492503132e-20,0.8757124287571243,two-sided,0.9645816503504133
regulation of protein import,55,"KIAA0319, BAG3, IPO5, PARP1, CABP1, SUFU, CREB3, PKIA, PKIG, PIK3R2, EPM2A, CDH1, OVOL2, XBP1, PPARG, PRKCD, PDCD5, JAK2, GLI3, KEAP1, FAM89B, FERMT1, NFKBIA, NFKBIE, MAPK1, BMP6, NUP54, TGFBR1, HSPA8, SMAD3, PKD2, TMSB4X, UBR5, RBM22, MDFIC, HCLS1, ANGPT1, ZIC1, RAB23, PKD1, PRKD1, TPR, RAN, UFM1, SLC2A10, NUTF2, JUP, TOB1, PTGS2, SMO, TARDBP, DAB2, CHP2, PIK3R1, HSP90AB1",55,55,0,1.0,-0.016667261719703674,2.375877272697835e-18,0.6765323467653235,two-sided,0.8579193273731196
positive regulation of immune effector process,100,"DHX58, RSAD2, HLA-B, ZBTB1, TNF, HMOX1, DENND1B, XBP1, SYK, TP53BP1, HLA-DMB, PTPRJ, IL4R, HLA-G, CD74, TLR4, TNFRSF14, RIPK2, VAV1, SPHK2, PAXIP1, LAMP1, KLK7, NECTIN2, SEMA7A, PUM1, SIRT1, ADORA2B, CADM1, DHX36, HLA-F, HLA-DRB1, HLA-H, STX7, ARID5A, WNT5A, HLA-DRB3, ZCCHC3, NLRP3, LAG3, RBP4, MSH2, TREM2, MAD2L2, KMT5B, KLRC3, SPON2, ATAD5, PTPRC, KLRC2, NR4A3, PVR, IL1B, DDX1, TFRC, MYB, PLCG2, RTN4, ANXA1, RASGRP1, C3, POMC, B2M, FGR, STXBP1, MR1, CD81, CD84, KLK5, AZGP1, HLA-DRA, RIF1, MIF, LAPTM5, IL13RA2, STAT6, RAPGEF1, FES, IL33, BCL10, NPPA, SOCS5, VAMP8, EPHB2, DEFB131A, TICAM1, RABGEF1, FOXF1, ZC3HAV1, RPS19, TNFRSF4, ITGAM, NFKBIZ, PLA2G5, ITGB2, KIT, LYN, NSD2, HMCES, GPI",100,100,0,1.0,-0.016812633723020554,5.329070518200751e-19,0.7606239376062394,two-sided,0.9093266951423467
dopamine metabolic process,16,"SNCA, MAOB, DRD1, VPS35, GRIN2A, DRD2, MAOA, ITGB2, SNCAIP, NR4A2, ITGAM, COMT, MOXD1, ALDH2, SNCB, NPY",16,16,0,1.0,-0.01682826690375805,1.9539925233402756e-18,0.6167383261673832,two-sided,0.8263699873423155
negative regulation of protein ubiquitination,45,"HDAC8, RPL37, DNAJA1, GLMN, TRIP12, RPS3, SGTA, RPL23, SENP2, PRKCG, PDCL3, PER2, HSPA1A, SIRT7, OTUB1, RPS20, RASD2, LIMK1, CDK5, CRY1, CDKN2A, UBR5, SUFU, TSPO, ATG5, ISG15, SOX4, RPL5, GTPBP4, RPS15, BAG5, CAMLG, MAD2L2, USP4, ARRB1, SPOPL, OTUB2, IVNS1ABP, NXN, PINX1, UFL1, OGT, N4BP1, BUB3, BAG2",45,45,0,1.0,-0.016828833147883415,1.3988810110276973e-18,0.7373262673732627,two-sided,0.8973502649735026
myeloid leukocyte migration,77,"PDGFD, IL1B, IL34, CCR1, THBS4, ADAM8, SLAMF8, SYK, CXCL12, DUSP1, MMP14, ITGB2, PTPRO, ITGA1, CD99, IL6R, CHGA, MIF, MAPK1, PIP5K1C, CX3CR1, CXADR, VAV3, ANXA1, DAPK2, HRH1, PTGER4, SCG2, KIT, CREB3, EDN1, PLCB1, TIRAP, JAML, TREM2, CMKLR1, VEGFC, VEGFA, RTN4, PECAM1, PIK3CD, P2RX4, CAMK1D, NUP85, MCU, CD74, IL17RA, CCL2, CD200, RIPOR2, TNFRSF11A, EDN3, HMGB1, VAV1, PREX1, PDE4B, PDGFB, FLT1, RAC1, SFTPD, DEFB131A, EDNRB, MST1, AIF1, CD99L2, MOSPD2, PLA2G7, CXCL2, WDR1, MPP1, SIRPA, MDK, MAPK3, CSF1R, RPS19, SWAP70, P2RY12",77,77,0,1.0,-0.016833245754241943,1.176836406102666e-18,0.6994300569943006,two-sided,0.8740632990997609
protein homotetramerization,31,"THG1L, SOD2, RYR3, EVL, RYR1, CRYZ, HSD17B10, OSBPL2, KCNJ12, TK1, AQP5, MCOLN1, SHMT2, PKD2L1, SHMT1, TRPM2, USP16, PKD2, B2M, KCNJ2, ALDH9A1, CRTC3, ACOT13, SSBP1, AQP4, ALDH1A3, CTH, CRTC2, APIP, GOLGA2, HCN1",31,31,0,1.0,-0.016835087910294533,-9.992007221626408e-19,0.76992300769923,two-sided,0.9133461653834617
fatty acid beta-oxidation using acyl-CoA oxidase,7,"CROT, HSD17B4, ACAA1, ACOX3, ACOT8, ACOX2, ECI2",7,7,0,1.0,-0.01687176153063774,-2.3980817331903383e-18,0.5989401059894011,two-sided,0.8167492091471982
